artist,song,popularity,danceability,tempo,genre
BLACKPINK,Kill This Love,1,0.738,131.98,pop
Offset,Clout (feat. Cardi B),68,0.919,140.022,"hip hop, pop"
MEDUZA,Piece Of Your Heart,75,0.677,124.08,"pop, Dance/Electronic"
Ed Sheeran,Antisocial (with Travis Scott),63,0.716,151.957,pop
Travis Scott,SICKO MODE,81,0.834,155.008,"hip hop, Dance/Electronic"
Mabel,Mad Love,0,0.631,198.065,"pop, Dance/Electronic"
Lana Del Rey,Doin' Time,80,0.641,144.982,pop
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",70,0.842,95.881,"hip hop, pop, Dance/Electronic"
A Boogie Wit da Hoodie,Look Back at It,73,0.791,96.057,hip hop
Saweetie,My Type,71,0.899,105.038,"hip hop, pop, R&B"
Lil Tecca,Ransom,78,0.745,179.974,hip hop
Russ Millions,Keisha & Becky - Remix,69,0.863,140.969,pop
Billie Eilish,lovely (with Khalid),86,0.351,115.284,"pop, Dance/Electronic"
Mabel,Don't Call Me Up,77,0.674,98.994,"pop, Dance/Electronic"
Lil Nas X,Old Town Road,76,0.907,135.998,"hip hop, pop"
Meek Mill,Going Bad (feat. Drake),78,0.889,86.003,"hip hop, pop"
Post Malone,Wow.,79,0.829,99.96,hip hop
Doja Cat,Juicy,57,0.786,170.037,pop
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),75,0.581,93.023,hip hop
iann dior,emotions,72,0.63,80.512,"hip hop, pop"
Paulo Londra,Adan y Eva,72,0.767,171.993,"hip hop, latin, Dance/Electronic"
Drake,Money In The Grave (Drake ft. Rick Ross),76,0.831,100.541,"hip hop, pop, R&B"
Lil Nas X,Panini,71,0.703,153.848,"hip hop, pop"
Bad Bunny,MIA (feat. Drake),77,0.817,97.062,latin
Polo G,Pop Out (feat. Lil Tjay),78,0.772,168.112,hip hop
Juice WRLD,Robbery,53,0.685,159.966,hip hop
21 Savage,a lot,78,0.837,145.972,hip hop
Young Thug,The London (feat. J. Cole & Travis Scott),69,0.796,97.981,"hip hop, pop"
Anuel AA,China,76,0.786,105.027,latin
Camila Cabello,Liar,65,0.74,98.016,pop
Flipp Dinero,Leave Me Alone,69,0.792,150.024,"hip hop, pop"
Cardi B,Money,73,0.95,130.003,"hip hop, pop"
Ariana Grande,"break up with your girlfriend, i'm bored",76,0.726,169.999,pop
Dave,Location (feat. Burna Boy),78,0.812,109.979,hip hop
Ava Max,Sweet but Psycho,7,0.719,133.002,pop
Dua Lipa,Don't Start Now,79,0.794,123.941,pop
Young T & Bugsey,Strike a Pose (feat. Aitch),61,0.531,137.776,hip hop
Calvin Harris,Giant (with Rag'n'Bone Man),73,0.807,122.015,"hip hop, pop, Dance/Electronic"
Ed Sheeran,Take Me Back to London (feat. Stormzy),66,0.885,138.058,pop
Cardi B,Please Me,73,0.747,133.992,"hip hop, pop"
Stormzy,Vossi Bop,64,0.682,188.115,"hip hop, Dance/Electronic"
Tones And I,Dance Monkey,78,0.824,98.027,pop
Ariana Grande,boyfriend (with Social House),77,0.4,190.097,pop
Bad Bunny,Callaita,81,0.61,176.169,latin
Ava Max,So Am I,4,0.682,130.089,pop
Pedro Capó,Calma - Remix,74,0.826,126.899,"pop, latin"
J. Cole,MIDDLE CHILD,80,0.837,123.984,hip hop
Lunay,Soltera - Remix,70,0.795,92.01,"pop, latin"
Khalid,Better,70,0.442,97.565,"pop, R&B"
Blueface,Thotiana,1,0.906,104.025,hip hop
DaBaby,Suge,72,0.876,75.445,hip hop
AJ Tracey,Ladbroke Grove,69,0.903,133.986,"hip hop, Dance/Electronic"
Billie Eilish,bury a friend,75,0.905,120.046,"pop, Dance/Electronic"
BTS,Boy With Luv (feat. Halsey),35,0.645,119.991,pop
Wiley,Boasty (feat. Idris Elba),64,0.887,102.958,"hip hop, Dance/Electronic"
Jonas Brothers,Only Human,71,0.795,94.01,pop
5 Seconds of Summer,Easier,1,0.505,175.813,pop
Avicii,SOS (feat. Aloe Blacc),71,0.802,100.001,"pop, Dance/Electronic"
"Tyler, The Creator",EARFQUAKE,80,0.554,79.635,hip hop
Ashley O,On A Roll,57,0.736,125.011,set()
Dominic Fike,3 Nights,78,0.815,151.891,"rock, pop"
Sigala,Wish You Well,64,0.669,124.975,"pop, Dance/Electronic"
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),69,0.872,98.985,"hip hop, pop, R&B"
Anuel AA,Secreto,75,0.807,91.987,latin
Sam Feldt,Post Malone (feat. RANI),69,0.59,107.356,"pop, Dance/Electronic"
Kehlani,Nights Like This (feat. Ty Dolla $ign),74,0.61,146.163,"hip hop, pop, R&B"
Sech,Otro Trago,71,0.746,176.044,latin
Post Malone,Better Now,80,0.68,145.038,hip hop
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),64,0.746,95.005,pop
Lauv,i'm so tired...,2,0.599,102.211,"pop, Dance/Electronic"
iann dior,gone girl,69,0.677,94.956,"hip hop, pop"
Panic! At The Disco,High Hopes,80,0.579,82.014,rock
Marshmello,One Thing Right,73,0.659,88.042,"pop, Dance/Electronic"
Sam Smith,How Do You Sleep?,73,0.477,110.567,pop
NSG,Options,57,0.836,101.993,"World/Traditional, hip hop"
Normani,Motivation,71,0.599,170.918,"pop, R&B"
Joel Corry,Sorry,63,0.744,125.002,"pop, Dance/Electronic"
Post Malone,Goodbyes (Feat. Young Thug),1,0.58,150.231,hip hop
Jonas Brothers,Sucker,79,0.842,137.958,pop
Taylor Swift,Cruel Summer,78,0.552,169.994,pop
Blanco Brown,The Git Up,69,0.847,97.984,"hip hop, country"
Sam Smith,Dancing With A Stranger (with Normani),75,0.741,102.998,pop
Post Malone,Circles,85,0.695,120.042,hip hop
